[00:00:00] OpenAI很多这个model release（模型发布）
[00:00:01] 都有我的名字
[01:43:19] 然后我当时觉得不太好吧
[01:43:21] 就是
[01:43:23] 因为这为了公司的考量
[01:43:24] 但是他还问了我这个事儿对
[01:43:28] 所以是不是DeepSeek
[01:43:29] 至少它open weights（开放权重）这个事儿
[01:43:31] 让OpenAI重新有一轮内部评估
[01:43:34] 是的是的
[01:43:36] 你刚说OpenAI的使命要拆成两部分
[01:43:39] 首先实现AGI
[01:43:40] 再造福全人类
[01:43:43] 更深地说
[01:43:45] 我们要理解这个使命的话
[01:43:46] 你觉得真要实现这个过程
[01:43:48] 最大的机遇和挑战是什么
[01:43:51] 执行对着正确的方向执行
[01:43:54] 只要能执行就好
[01:43:56] 就不要再出现一次
[01:43:58] 就比如说23年11月
[01:44:00] 公司快倒闭了的事
[01:44:01] Sam Altman被开除那次
[01:44:03] 你希望这个整个组织架构越稳定越好
[01:44:06] 能够有利于你快速的往前进
[01:44:09] 所以从内部的视角看
[01:44:10] 当时Sam被开除
[01:44:12] 你们内部是什么样的
[01:44:13] 接收到的信息
[01:44:14] 因为我们在外部
[01:44:15] 接收到的信息都是很玄幻的
[01:44:17] 说什么Ilya到底看到了什么
[01:44:19] 没有那个就是随便谣传的
[01:44:23] 就是捕风捉影
[01:44:24] 然后很多人在这边造谣
[01:44:27] 对
[01:44:29] 所以你内部的视角是什么
[01:44:31] 内部的视角就是
[01:44:35] 应该是就是不信任
[01:44:39] 就是Ilya跟其他的一些董事会成员
[01:44:42] 不信任Sam
[01:44:43] 然后投票把他投出去了
[01:44:46] 然后
[01:44:47] 但是
[01:44:48] 我们底下干活的人就觉得非常surprised（惊讶）
[01:44:51] 非常震惊
[01:44:52] 不知道发生了啥
[01:44:53] 因为董事会之前是对底下的人
[01:44:58] 缺乏透明度的
[01:44:59] 然后
[01:44:59] 我们也不知道这个决策是怎么做的
[01:45:02] 这个不信任
[01:45:03] 是不信任他什么
[01:45:05] 不信任他这个人
[01:45:08] 因为你可以去看这个
[01:45:10] 官方公开的那个调查报告
[01:45:13] 对这是一致的
[01:45:14] 但其实最后的结局是Ilya走了
[01:45:17] 对
[01:45:17] 这个化学反应是怎么发生的
[01:45:19] 就是明明已经把他开除了
[01:45:21] 他也不信任Sam
[01:45:23] 但最后好像Sam是更得人心的那一个
[01:45:26] 因为
[01:45:27] 因为很多员工就觉得
[01:45:29] 如果由一个纯技术出身的人领导的话
[01:45:32] 那可能没有那么多远见
[01:45:35] 就是AGI实现并不只是因为技术
[01:45:38] 你技术实现了就好了
[01:45:41] 但还是有很多商业的因素参杂在里面
[01:45:44] 就比如说
[01:45:45] 你要融资
[01:45:46] 你要算力
[01:45:47] 你要如何去说服一些人
[01:45:50] 去给你愿意投钱
[01:45:52] 这个其实也是很重要的一部分
[01:45:55] 然后如果你只有一个
[01:45:58] 很好的一些这个研究经验的话
[01:46:00] 那可能还不是
[01:46:02] 不是很支持你走这么长的路
[01:46:06] 就从长远来看
[01:46:07] 还是需要Sam这样的人的
[01:46:09] 所以Sam
[01:46:12] 可能反而是AI最难替代的那个人
[01:46:15] 因为他需要在商业
[01:46:17] 甚至在地缘政治
[01:46:19] 在资源上都能
[01:46:20] 就是
[01:46:21] 你可以把Sam抽象成一个personality（人格）
[01:46:25] 抽象成一个identity（身份）
[01:46:28] 然后这个identity短时间内
[01:46:30] 如果你用一个AI来替代的话
[01:46:33] 那就是这个
[01:46:35] 别人对这个
[01:46:37] 这个ID的认同感就会缺失
[01:46:41] 所以说这个是不能替代的
[01:46:44] 你刚刚说John Schulman走的
[01:46:45] 那天下午你难过了好久
[01:46:48] 但其实
[01:46:48] John Schulman不是唯一一个离开OpenAI的
[01:46:51] OpenAI在取得巨大的成功之后
[01:46:53] 有无数的团队成员都走了
[01:46:55] 你觉得一个极度成功的一个组织
[01:47:00] 像OpenAI这样
[01:47:02] 最后大量的人才流失是必然的吗
[01:47:04] 是不可避免的吗
[01:47:05] 一个健康的组织
[01:47:07] 是所有人都是可以替代的
[01:47:11] 就是你只要能够持续的培养新人
[01:47:16] 有造血能力
[01:47:18] 然后能让这个组织正常运转
[01:47:22] 就是可以的
[01:47:23] 哪怕虽然走了很多人
[01:47:24] 但是还是可以花 一些时间精力
[01:47:27] 然后再培养一波新人
[01:47:29] 然后持续的造血
[01:47:30] 相当于干细胞一样
[01:47:31] 所以OpenAI现在没有谁是不可替代的
[01:47:34] 是的
[01:47:35] 那是不是也就意味着OpenAI做的东西
[01:47:38] 外面的人也不是说难如登天
[01:47:41] 不能复刻了
[01:47:42] 你可以这么认为
[01:47:43] 因为其实就是
[01:47:45] 把最简单的东西做好就好了
[01:47:47] 没有什么黑魔法
[01:47:49] 现在我们
[01:47:50] 可能这个世界
[01:47:52] 在发生人类历史上
[01:47:54] 最激烈的一次科技竞赛
[01:47:58] OpenAI是点燃这一切的那个公司
[01:48:01] 我想知道
[01:48:02] 你们现在内部的氛围有多intense（激烈）
[01:48:06] 就是你们会有很大的压力吗
[01:48:09] 看组看deadline
[01:48:11] 看这个project timeline（项目时间线）
[01:48:14] 就是比如说post-training
[01:48:16] 目前这个压力还是挺大的
[01:48:20] 然后像其他组
[01:48:23] 比如说我们现在在重构infra
[01:48:24] 那可能有压力
[01:48:26] 但是没有像post-training那么大
[01:48:28] 因为他们是有很明确的deadline
[01:48:31] 然后我们可以稍微延一延
[01:48:33] 因为我们需要更
[01:48:35] 就着眼于更长远的考虑
[01:48:38] 我们要把这个事情弄对
[01:48:41] 所以其实外部的激烈的竞争
[01:48:44] 不管是来自xAI Anthropic
[01:48:46] 还是中国的大模型公司
[01:48:49] 会传导到你们内部的
[01:48:50] 公司的日常开发的
[01:48:52] 不太会
[01:48:54] 除了DeepSeek那一波
[01:48:55] 就是因为他们说声称
[01:48:58] Twitter上声称这个
[01:49:00] 他们的迭代速度非常快
[01:49:02] 这个还是引起了很多人的这个警觉的
[01:49:05] 因为内部的速度
[01:49:07] 迭代速度其实相比于其他是有点慢的
[01:49:10] 所以说这就是为什么我们要重构infra
[01:49:13] 所以其实对于OpenAI这样的
[01:49:16] 基座模型大模型公司来说
[01:49:19] 生死线是infra cycle time（基础设施迭代时间）
[01:49:21] 对
[01:49:22] 其他的一些比如说data呀
[01:49:25] 或者说什么算法
[01:49:26] 有多少researcher
[01:49:27] 这就投人就好了
[01:49:29] 这是人力
[01:49:30] 单位成本人力
[01:49:31] 那AI infra不是人力吗
[01:49:33] 好问题
[01:49:34] 但是AI infra需要更多的context（上下文）
[01:49:37] 但是如果你只是数据的一些ablation（消融实验）
[01:49:40] 像这个跑
[01:49:41] 跑一些实验啊
[01:49:42] 那这个就是不要那么多context（上下文）
[01:49:44] 你就直接很简单的就是
[01:49:47] 进来然后写个for loop
[01:49:49] 然后把这个data config（数据配置）给弄好
[01:49:52] 然后跑就完了
[01:49:54] 对这个其实都可以自动化
[01:49:56] 所以你们真正警觉的点是
[01:49:58] 意识到DeepSeek内部的infra很好
[01:50:02] 他们迭代的很快
[01:50:04] 这个是引起了你们注意
[01:50:05] 其实你们不care（在乎）哪个model（模型）在哪个榜上
[01:50:08] 又比GPT高了多少
[01:50:09] 这个根本不是你们care（在意）的
[01:50:11] 就是我
[01:50:12] 我们很长时间以来
[01:50:14] 都没有在特地的
[01:50:17] 去为了刷LMsys而做什么事情
[01:50:22] 而你们真正care的
[01:50:23] 是那个单位时间内的
[01:50:27] 迭代速度和成功率的那个东西
[01:50:29] 对
[01:50:31] 你觉得OpenAI现在在这个指标上
[01:50:33] 是全世界第一吗
[01:50:34] 不是
[01:50:35] 肯定不是
[01:50:37] 就是这个跟组织架构有很大的关系
[01:50:40] 其实就你比如说你抽出一个这个团队
[01:50:43] 然后去搞个startup（创业）
[01:50:45] 然后那他们的迭代速度
[01:50:47] 肯定是斜率远比OpenAI高
[01:50:50] 因为你首先你代码库小
[01:50:52] 然后沟通成本少
[01:50:54] 然后你只要集中于你的这几个use case（使用场景）
[01:51:00] 那你就可以这样
[01:51:02] 但是OpenAI的话
[01:51:03] 就是他要同时考虑很多use case（使用场景）
[01:51:06] 然后各方面trade off（取舍）
[01:51:09] 这个组织大了就是有这样的问题
[01:51:11] 那如果这样的生死线
[01:51:12] OpenAI已经不是第一了
[01:51:13] 那未来OpenAI还能做AI model的第一吗
[01:51:16] 每个公司都有这个问题
[01:51:18] 你的意思是每个公司做大了
[01:51:20] 做成功了
[01:51:20] 都会变慢这个速度
[01:51:21] 是的
[01:51:23] 然后就是取决于
[01:51:25] 就是大家都很差
[01:51:29] 然后看哪一个不差
[01:51:31] 不是那么差
[01:51:33] 这个差是相对于这个初创公司而言
[01:51:35] 那初创公司可能在这个指标上更好
[01:51:38] 它其他的指标可能很难和OpenAI竞争
[01:51:40] 比如说拿用户的反馈
[01:51:42] 所以这个都是trade-off（取舍）
[01:51:45] 这个就是人类发展
[01:51:48] 人类组织发展到这个规模之后
[01:51:51] 必然会面对的问题
[01:51:52] 你没有办法避免
[01:51:54] 也不是说难以维持高人才密度
[01:51:57] 是说就是
[01:51:58] 难以保持
[01:52:01] 组织架构的context sharing（上下文分享）的一致性
[01:52:07] 这个会导致你的这个首先infra不一致
[01:52:10] 然后infra开始臃肿
[01:52:13] 然后组织结构也开始臃肿
[01:52:16] 这个人多就是这样
[01:52:17] 所以说context sharing（上下文分享）
[01:52:19] 理论上
[01:52:19] 应该有一个拥有无限长的context的agent
[01:52:24] 来替代
[01:52:25] 听起来这个是一个刚需
[01:52:27] 是的
[01:52:28] 因为这个会解决人类历史上
[01:52:30] 这种臃肿的组织架构
[01:52:33] 不管是写代码还是干其他的事儿
[01:52:34] 都面临的一个问题
[01:52:35] 对因为人脑的context（上下文）是有限的
[01:52:38] 你没有办法一下子存这么多context（上下文）
[01:52:40] 但是AI可以
[01:52:41] 可能未来会每个公司有一个这样
[01:52:43] 无限context（上下文）的一个agent
[01:52:45] 然后来当CEO就好了
[01:52:46] 对他负责所有的sharing（分享）
[01:52:48] 负责所有的decision（决策）
[01:52:49] 对
[01:52:50] 可能没有比这样的agent
[01:52:51] 更适合的decision maker（决策者）了
[01:52:53] 对
[01:52:54] 那么再展望未来
[01:52:55] 如果你希望AI可以解决一个世界难题
[01:52:59] 会是什么
[01:53:00] 如何预测未来
[01:53:02] 你说的未来
[01:53:03] 肯定不会是杯子怎么掉下这种未来
[01:53:05] 而是整个人生
[01:53:07] 世界格局所有的这些东西
[01:53:09] 嗯对
[01:53:11] 为什么这个事是你觉得最想做的
[01:53:14] 我个人对于就是比如说追求一个这个
[01:53:18] 自己造一个世界
[01:53:19] 还是
[01:53:21] 很有吸引力
[01:53:22] 就是很有一些追求的
[01:53:24] 然后
[01:53:26] 但是如果你在高维度空间来看的话
[01:53:30] 你需要有一个
[01:53:34] 你需要提前生成剧本
[01:53:36] 我的理解是
[01:53:37] 你觉得我们的命运是可以被预测的
[01:53:40] 是
[01:53:41] 这个世界是个确定论
[01:53:43] 所以我们生活在一个确定性的
[01:53:47] 马尔科夫过程里面
[01:53:48] 是的
[01:53:51] 那往深了说的话
[01:53:52] 你觉得人是没有自由意志的
[01:53:55] 是的
[01:53:56] 我现在脑子里面在想什么
[01:53:58] 我下一个单词说什么
[01:53:59] 我下一个问题问什么
[01:54:00] 全都是
[01:54:01] 一开始宇宙大爆炸那一刻就定好了
[01:54:03] 是的
[01:54:05] 这个是我已经验证了无数遍的
[01:54:08] 这在我听起来
[01:54:09] 是一个相当悲观的世界观
[01:54:12] 是的
[01:54:13] 因为
[01:54:14] 可能这是真的吧
[01:54:15] 但是我自己内心深处我不愿意接受
[01:54:18] 我也不愿意接受
[01:54:19] 就好像我就变成了一个在被模拟的原子
[01:54:22] 是
[01:54:23] 为什么你会这么想
[01:54:25] 有些我的个人经历吧
[01:54:27] 就是不太方便说
[01:54:29] 但是我这个确实是事实
[01:54:34] 所有东西都是可以被预测的
[01:54:36] 所以理论上它是可以用AI解决的
[01:54:39] 但是如果你能拿到一个
[01:54:41] 能够预测未来的机器的话那么
[01:54:45] 它对个人而言其实是一个灾难
[01:54:49] 我觉得
[01:54:50] 这会导致所有的价值体系的崩塌
[01:54:52] 是的
[01:54:53] 就如果有这样的AI model它做到了（预测未来）
[01:54:57] 可能对人类社会来说
[01:55:00] 最好的选择是毁掉这样的AI model
[01:55:02] 让它永远不要出来
[01:55:03] 对
[01:55:06] 但是
[01:55:07] 有些人就非常愿意去开发这种model
[01:55:13] 就是不然的话
[01:55:14] 这个他会被宿命论操纵着走
[01:55:17] 你的意思是
[01:55:17] 有人喜欢这样的model
[01:55:19] 是因为
[01:55:20] 他想jailbreak（越狱）
[01:55:22] 所以你的意思是有了这样的model之后
[01:55:24] 我要做那个
[01:55:25] 和那个model预测的不一样的事儿
[01:55:28] 这你称之为逃脱
[01:55:30] 不是
[01:55:32] 只是为了搞清楚
[01:55:34] 这个世界背后运行的规律
[01:55:36] 或者说这个世界为什么要确定
[01:55:40] 为什么这个世界是宿命论
[01:55:42] 所以你觉得上帝不掷骰子
[01:55:45] 对
[01:55:47] 宏观不掷骰子
[01:55:48] 微观掷骰子
[01:55:50] 这个成立吗
[01:55:50] 如果说在量子力学的观测里面
[01:55:54] 这个成立
[01:55:55] 因为你可以在后台修改
[01:55:59] 一些世界线
[01:56:01] 虽然你可以把我说的话
[01:56:03] 认为这个是扯淡
[01:56:05] 没有问题
[01:56:05] 我没有认为是扯淡
[01:56:07] 我在尝试reason behind it（推理）
[01:56:10] 我觉得这个我也想过很久
[01:56:12] 就是到底
[01:56:14] 这个世界是不是确定性的
[01:56:18] 我们是不是有一个剧本
[01:56:20] 我们只是提线木偶
[01:56:22] 在这个世界的dynamics下
[01:56:24] 完成我们的一次随机过程
[01:56:26] 我觉得是
[01:56:27] 都不是随机过程
[01:56:27] 是确定过程
[01:56:28] 我觉得是的
[01:56:30] 你对这个事毫无怀疑
[01:56:32] 我很怀疑
[01:56:33] 但是我尝试的去证伪
[01:56:35] 发现证不伪
[01:56:38] 我非常想让他证伪
[01:56:40] 我也有这个疑问
[01:56:41] 我很感兴趣
[01:56:41] 我觉得我
[01:56:42] 六七岁的时候就和我爸妈提过这个事
[01:56:45] 我就感觉
[01:56:46] 你怎么知道
[01:56:46] 我说的这句话不是早就确定性的
[01:56:48] 你怎么知道你的反应不是确定性的
[01:56:51] 我小时候就在想这个问题
[01:56:53] 但我后来发现
[01:56:54] 如果是这样的话
[01:56:57] 我都不觉得我是人
[01:56:59] 就是或者说
[01:57:00] 所以最好的方式就是忘掉这一切
[01:57:03] 然后假装你不知道这个事儿
[01:57:06] 然后去体验当前的一些经历
[01:57:10] 你已经这么做了吗
[01:57:11] 我一直都是这么做的
[01:57:13] 我没有办法
[01:57:15] 还有一个解释是
[01:57:15] 世界不是
[01:57:16] 这个时间线不是线性的
[01:57:18] 它是可以跳跃的
[01:57:19] 所以说你可以用一个理论来解释
[01:57:24] 就是未来的我帮助过去的我
[01:57:28] 来完成某些决策
[01:57:30] 你刚说过一个瞬间
[01:57:31] 说你在小学还是初高中的时候
[01:57:34] 突然未来的你告诉曾经的你
[01:57:36] 你说你要什么
[01:57:37] 要make impact（制造影响力）
[01:57:39] 对这个只是我
[01:57:41] 脑子里蹦出来就是这样一句话
[01:57:42] 但是我不知道是不是未来的我告诉我的
[01:57:45] 那为什么你觉得世界线不是连续的
[01:57:47] 可能有未来的
[01:57:48] 什么穿插来穿插去的
[01:57:50] 我觉得
[01:57:51] 三维生物都是有它自己的局限性的
[01:57:54] 在三维的认知里面
[01:57:55] 这个时间就是一个线性的单向流动的
[01:57:59] 但是有可能在四维的时间里面
[01:58:00] 它这个时间并不是单向流动的
[01:58:03] 它可以任意跳跃
[01:58:06] 这是我找到的迄今为止合理的解释
[01:58:09] 所以你觉得真的
[01:58:10] 你过去有无数个时刻
[01:58:13] 有一个未来的你
[01:58:14] 像星际穿越的Murphy一样
[01:58:16] 在后面推那个柱子
[01:58:18] 对这是可能性之一
[01:58:21] 因为这个无法证伪
[01:58:22] 而他推这个柱子
[01:58:25] 又会导致你在未来
[01:58:26] 又会再过去推那个柱子
[01:58:28] 对
[01:58:29] 所以你现在最好的解决方案
[01:58:31] 就是忘掉这个事
[01:58:32] 对
[01:58:33] 还坚信西西弗斯是幸福的
[01:58:36] 对
[01:58:37] 这个聊下去我们可以再聊半小时
[01:58:39] 我们先过了这个话题吧
[01:58:42] 我相信现在每一个AI的从业者
[01:58:45] OpenAI从业者
[01:58:46] 特别是
[01:58:48] 可能内心里面都有一个创业的种子
[01:58:51] 你有过这方面的考虑和想法吗
[01:58:53] 可能有
[01:58:54] 但是现在我觉得
[01:58:55] 我还没有看到很好的idea
[01:58:57] 然后并且我觉得OpenAI还是对我而言
[01:59:01] 还是一个不错的地方待着
[01:59:04] 你会喜欢什么样的idea
[01:59:06] 是偏product（产品）的还是什么样的
[01:59:08] 我会觉得我更喜欢product
[01:59:11] 就是比如说像天授
[01:59:14] 像退学
[01:59:14] 我其实我搞research infra
[01:59:16] 我其实也是
[01:59:18] 有用户的
[01:59:20] 因为你的用户就是researcher
[01:59:21] 然后你可以根据researcher的一些反馈
[01:59:23] 来实时的进行迭代
[01:59:25] 所以你会希望类似这样的一个
[01:59:27] 大家需要
[01:59:27] 反正就是有需求
[01:59:28] 然后你的天赋
[01:59:30] 又能很好的施展的地方
[01:59:31] 然后技术什么样不重要
[01:59:33] 你比如说举个例子就是
[01:59:36] 退学的话
[01:59:37] 他就是一个很简单的这个通知系统
[01:59:41] 其实也不能算系统
[01:59:42] 就没几行代码
[01:59:43] 写个PHP就好了
[01:59:45] 然后甚至你连PHP都不要
[01:59:47] 就是你直接搞一个
[01:59:49] 那个就是
[01:59:50] 哪怕每天
[01:59:51] 这个退学的第一版就是
[01:59:56] 白天更新一次时间
[01:59:58] 晚上更新一次时间
[01:59:59] 我是手动的
[02:00:00] 但是即使这样
[02:00:01] 就有很多需求
[02:00:04] 技术不重要
[02:00:05] 重要的是就是抓住
[02:00:07] 抓住需求
[02:00:09] 你会希望十年后的翁家翌是什么样的
[02:00:12] 他会在一个什么样的地方
[02:00:13] 做什么样的事儿
[02:00:14] 我会希望他做自己那个时候想做的事
[02:00:21] 然后有足够的资源
[02:00:23] 足够的能力做自己想做的事
[02:00:26] 你就不去干预他那时候想什么
[02:00:28] 对因为想法是会变的
[02:00:30] 可能你想什么也不重要
[02:00:32] 反正是确定性的（发展）过去了
[02:00:33] 你现在怎么希望
[02:00:34] 不太重要
[02:00:35] 然后我现在所能做的就是投资
[02:00:38] 那个时候的我
[02:00:40] 还是投资未来
[02:00:42] 让他有选择的权利
[02:00:43] 那你为什么还要投资呢
[02:00:44] 反正投不投资你都会到那个点
[02:00:47] 但是我觉得就是
[02:00:49] 投资一下还是会更好的吧
[02:00:51] 就万一你不投资
[02:00:52] 你这不是在骗自己吗
[02:00:53] 投资一下不会有任何影响的
[02:00:55] 我们是确定性的（发展）过去的
[02:00:57] 你就是每天在家里睡大觉
[02:00:58] 你也可以到那个地方
[02:01:00] 投资未来
[02:01:00] 可能也是确定性的
[02:01:01] 所以你投不投资
[02:01:02] 也不是自己的自由意志
[02:01:04] 是的
[02:01:05] 你之前的投资未来
[02:01:06] 都是提前学高中数学
[02:01:08] 或者说怎么怎么样
[02:01:09] 你现在除了技术上的
[02:01:11] AI上的
[02:01:12] 你有什么其他的想投资未来的
[02:01:14] 提前退休
[02:01:16] 然后有足够的资本
[02:01:17] 想做自己自己想做的事
[02:01:19] 给你无限的钱
[02:01:20] 你现在想退休去干嘛
[02:01:21] 花一点时间找到自己想做的事
[02:01:24] 也就是说你觉得你现在手头上的事
[02:01:26] 不是你很想做的
[02:01:28] 你只是迫于生计
[02:01:29] 你想要赚到足够能够退休的资本
[02:01:32] 然后再去找那个事
[02:01:33] 我手头上的事
[02:01:34] 比如说RL infra
[02:01:36] 在很长一段时间都是我想做的事
[02:01:38] 但是随着时间的推移
[02:01:41] 像比如说逐渐稳定之后
[02:01:43] 或者说这个发生了一些事情之后
[02:01:47] 然后因为每个人的这个重心
[02:01:51] 是会变的
[02:01:51] 我曾经想通了我想要什么这个事情
[02:01:54] 但是我现在又想不通了
[02:01:56] 你现在又想不通了
[02:01:57] 对
[02:01:58] 我觉得这其实也很正常
[02:02:01] 所以你现在反而是在人生的某个迷茫期
[02:02:04] 是的
[02:02:05] 曾经觉得很喜欢的RL infra也好
[02:02:07] 做有impact的事儿也好
[02:02:09] 对因为已经看到头了
[02:02:12] 然后剩下都是很确定性的事情
[02:02:15] AGI是板上钉钉的事了
[02:02:17] 对
[02:02:18] 好家翌
[02:02:18] 我没有更多的问题了
[02:02:20] 然后
[02:02:21] 我希望你在2025年这个时间节点上
[02:02:25] 在这个podcast最后留下你的一段话
[02:02:27] 去探索
[02:02:28] 说到底自己想要什么
[02:02:31] 虽然我对这个问题
[02:02:33] 我曾经一度想通了我自己想要什么
[02:02:35] 但是我其实还是没有那么想通
[02:02:40] 就是
[02:02:42] 这个问题值得一生去思考
